,AccX_mean,AccX_std,AccX_max,AccX_min,AccX_mcr,AccX_peak,AccX_rms,AccX_grad,AccX_grad_200,AccX_grad_400,AccX_grad_1000,AccY_mean,AccY_std,AccY_max,AccY_min,AccY_mcr,AccY_peak,AccY_rms,AccY_grad,AccY_grad_200,AccY_grad_400,AccY_grad_1000,AccZ_mean,AccZ_std,AccZ_max,AccZ_min,AccZ_mcr,AccZ_peak,AccZ_rms,AccZ_grad,AccZ_grad_200,AccZ_grad_400,AccZ_grad_1000,GyrX_mean,GyrX_std,GyrX_max,GyrX_min,GyrX_mcr,GyrX_peak,GyrX_rms,GyrX_grad,GyrX_grad_200,GyrX_grad_400,GyrX_grad_1000,GyrY_mean,GyrY_std,GyrY_max,GyrY_min,GyrY_mcr,GyrY_peak,GyrY_rms,GyrY_grad,GyrY_grad_200,GyrY_grad_400,GyrY_grad_1000,GyrZ_mean,GyrZ_std,GyrZ_max,GyrZ_min,GyrZ_mcr,GyrZ_peak,GyrZ_rms,GyrZ_grad,GyrZ_grad_200,GyrZ_grad_400,GyrZ_grad_1000
mean,-0.06661474747474745,0.3489747138047138,0.780481919191919,-0.9674121548821549,0.8560233333333332,28.90909090909091,2.582342222222222,-0.004609461279461281,0.2644532323232323,0.14024353535353537,0.058639259259259266,1.5731415488215488,0.3321702020202021,2.2729752188552186,0.7706564646464646,0.6587011784511784,26.430976430976433,2.137170909090909,0.10072592592592591,0.21785703703703704,0.11024693602693601,0.04839626262626263,1.3186130639730638,0.422079595959596,2.3041552525252524,0.037395925925925964,1.1591242760942762,28.58249158249158,2.2723841077441076,-0.05393131313131312,0.3790143434343434,0.20003962962962965,0.07906249158249158,0.03711111111111111,0.09304006734006733,0.32986932659932655,-0.28507481481481484,0.3704093602693603,28.902356902356903,0.30024925925925927,-0.0005018518518518521,0.11610680134680135,0.057105993265993256,0.020971010101010105,0.034808181818181815,0.1063439393939394,0.3849526262626262,-0.3474478451178451,0.4614112121212121,31.09090909090909,0.3241822895622895,-0.00041565656565656557,0.13727734006734005,0.06743218855218856,0.025860505050505054,0.05760430976430977,0.0590497643097643,0.23815404040404042,-0.14042020202020203,0.22961097643097642,27.54882154882155,0.2389794276094276,0.00046434343434343425,0.07182383838383838,0.03596323232323232,0.013393434343434344
std,3.9377459107049644,0.3233525113702718,3.9371694459311337,4.083245564942721,1.2183136666379852,3.534838892380528,3.007661226056793,0.22242009852852446,0.30658259282720524,0.1652699519356041,0.06508310653469306,2.510160157193517,0.39392518773456947,2.7523393125243345,2.5849050882788895,1.3702118688921792,4.015525199079521,2.113526775864806,0.25706724895712874,0.4037405516239986,0.18102238215831085,0.07101046965897037,3.330256575723818,0.5254804643524366,3.423434393536112,4.309919251292619,1.9879577330068805,4.399105005807982,2.8476186171645703,0.28591514327744944,0.5909866343183195,0.31752367987593766,0.12263751249433458,0.39207007920422493,0.11048170232200635,0.587391999433252,0.6869173222025645,0.6167142300349732,4.3270708017713,0.29247022535010525,0.020744554111266775,0.183992272719474,0.08293693798424594,0.030237365727497016,0.4394297582840766,0.16256832648245823,0.7389551891946318,0.7916913999572603,0.732986174551052,3.75811979232493,0.35586626772359864,0.024302701057824387,0.23475346713323858,0.11322332436082098,0.04242446486404772,0.35185738201914024,0.058549163358769106,0.4370432539240388,0.4611209208071568,0.3298384427620673,3.696940886377806,0.2770481189557168,0.011878055040443977,0.10321556890773197,0.04885701583471452,0.017435327651856743
